size,dirtrate,performance,time
16,0.4,22,0.0
16,0.4,41,0.0
16,0.4,35,0.0
16,0.8,69,0.0007643699645996094
16,0.8,73,0.0
16,0.8,66,0.0011091232299804688
16,0.8,74,0.001085519790649414
16,0.8,64,0.0010902881622314453
16,0.8,71,0.0
16,0.8,79,0.0010864734649658203
16,0.8,68,0.0006833076477050781
16,0.8,62,0.0010840892791748047
16,0.8,64,0.0
32,0.1,9,0.0
32,0.1,4,0.004247903823852539
32,0.1,10,0.0
32,0.1,10,0.0
32,0.1,7,0.0
32,0.1,12,0.0
32,0.1,4,0.0
32,0.1,9,0.0
32,0.1,8,0.0
32,0.1,16,0.0
32,0.2,14,0.0
32,0.2,16,0.0
32,0.2,20,0.0
32,0.2,15,0.0
32,0.2,9,0.0
32,0.2,27,0.0
32,0.2,19,0.0
32,0.2,19,0.0
32,0.2,16,0.0
32,0.2,25,0.0
32,0.4,47,0.0
32,0.4,37,0.0
32,0.4,34,0.0
32,0.4,48,0.0
32,0.4,40,0.0
32,0.4,41,0.0
32,0.4,36,0.0
32,0.4,42,0.0
32,0.4,40,0.0
32,0.4,42,0.0
32,0.8,68,0.0
32,0.8,69,0.0
32,0.8,83,0.0
32,0.8,63,0.0
32,0.8,71,0.0
32,0.8,73,0.0
32,0.8,68,0.0
32,0.8,76,0.0
32,0.8,72,0.0
32,0.8,72,0.0
64,0.1,8,0.0
64,0.1,15,0.0
64,0.1,11,0.012805461883544922
64,0.1,7,0.0
64,0.1,11,0.0
64,0.1,10,0.0
64,0.1,11,0.0
64,0.1,8,0.0
64,0.1,10,0.0
64,0.1,12,0.0
64,0.2,32,0.0
64,0.2,17,0.0
64,0.2,17,0.0
64,0.2,8,0.0
64,0.2,15,0.0
64,0.2,12,0.0
64,0.2,16,0.0
64,0.2,16,0.0
64,0.2,17,0.0
64,0.2,21,0.0
64,0.4,35,0.0
64,0.4,32,0.0
64,0.4,36,0.0
64,0.4,40,0.0
64,0.4,25,0.0
64,0.4,33,0.0
64,0.4,45,0.0
64,0.4,45,0.01562356948852539
64,0.4,51,0.002285480499267578
64,0.4,42,0.0
64,0.8,75,0.0009236335754394531
64,0.8,75,0.0
64,0.8,88,0.0
64,0.8,80,0.0
64,0.8,68,0.0
64,0.8,58,0.0
64,0.8,81,0.0
64,0.8,93,0.0
64,0.8,83,0.0
64,0.8,80,0.0
128,0.1,6,0.0
128,0.1,9,0.0
128,0.1,6,0.0
128,0.1,10,0.0
128,0.1,12,0.0
128,0.1,7,0.0
128,0.1,7,0.017203330993652344
128,0.1,12,0.0
128,0.1,8,0.0
128,0.1,12,0.0
128,0.2,29,0.0
128,0.2,13,0.0
128,0.2,23,0.0
128,0.2,29,0.0
128,0.2,19,0.0
128,0.2,13,0.0
128,0.2,14,0.015145301818847656
128,0.2,19,0.0015616416931152344
128,0.2,15,0.0
128,0.2,17,0.0
128,0.4,47,0.0
128,0.4,37,0.0
128,0.4,40,0.015315771102905273
128,0.4,42,0.0013051033020019531
128,0.4,48,0.0
128,0.4,39,0.0
128,0.4,41,0.0
128,0.4,33,0.0
128,0.4,46,0.0
128,0.4,37,0.0
128,0.8,84,0.0
128,0.8,73,0.0
128,0.8,62,0.0
128,0.8,55,0.0
128,0.8,70,0.01616525650024414
128,0.8,68,0.0
128,0.8,79,0.0
128,0.8,76,0.0
128,0.8,78,0.0
128,0.8,74,0.0
